('FORD', '460 - STROKER - M-6049-SCJ CYLINDER HEAD - INVERTED DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=12120&make=8565'),
('FORD', '5.4L - FORD - MODULAR - 4 VALVE', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8178&make=8565'),
('FORD', '2.5L TURBO 20V', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=2197&make=8565'),
('FORD', '351W - STROKER - HEAVY DUTY - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10545&make=8565'),
('FORD', '460 - 15° - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=11421&make=8565'),
('FORD', '427 FE DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=11445&make=8565'),
('FORD', '3.5L ECOBOOST V6 GEN 2', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=9600&make=8565'),
('FORD', '351W- HEAVY DUTY - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10788&make=8565'),
('FORD', '351W - STROKER - INVERTED DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8688&make=8565'),
('FORD', '302 - TWISTED SERIES - 331 / 347 HEAVY DUTY - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10650&make=8565'),
('FORD', '331 / 347 HEAVY DUTY - FLAT TOP', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8706&make=8565'),
('FORD', '460 - 15° - INVERTED DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=8274&make=8565'),
('FORD', '427 FE INVERTED DOME', 'https://www.jepistons.com/catalogsearch/result?q=customhome&type=makeengine&engine=10251&make=8565'),
